budget,runtime,budget_per_minute,num_companies,num_countries,tagline_length,overview_length,num_genres,director_film_count,director_collab_count,director_hist_roi,actor_hist_roi,is_major_studio,is_english,is_us_production,has_homepage,is_summer,is_holiday,is_franchise,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,kw_based_on_novel,kw_woman_director,kw_independent_film,kw_3d,kw_sequel,kw_biography,kw_musical,hit
15000000,111.0,135135.13513513515,1,1,11,33,3,0,0,0.0,3.0252419791666663,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23000000,119.0,193277.31092436975,1,1,5,42,2,2,2,8.190752363425926,3.9718088859848897,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
70000000,97.0,721649.4845360825,9,5,17,48,1,0,0,0.0,3.7334639722052976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70000000,103.0,679611.6504854369,1,1,6,47,4,1,1,3.260869565217391,3.055721666100517,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
45000000,120.0,375000.0,4,1,6,66,2,0,0,0.0,1.0367152408530993,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45000000,106.0,424528.30188679247,3,2,3,39,4,0,0,0.0,0.3844642,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120000000,95.0,1263157.894736842,2,1,6,33,4,0,0,12.4518011,2.161745642857143,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90000000,132.0,681818.1818181818,4,1,8,38,3,6,0,7.618287785102916,6.219308000272239,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
85000000,113.0,752212.3893805309,1,2,11,59,3,0,0,0.0,5.949213480444996,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000000,99.0,60606.06060606061,4,2,13,51,4,0,0,0.0,10.745626470909091,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60000,84.0,714.2857142857143,4,1,7,31,3,0,0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70000000,116.0,603448.275862069,3,1,7,26,4,3,1,3.0125735446054756,2.523739067782351,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52000000,170.0,305882.35294117645,3,2,6,108,3,0,0,0.0,3.9292084109090912,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8000000,82.0,97560.9756097561,1,1,8,30,2,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000000,104.0,144230.76923076922,2,1,5,70,3,3,0,3.8352700678400544,0.45972003402719486,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50000000,115.0,434782.60869565216,4,1,3,45,2,3,0,4.518222040740741,6.218646633259292,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75000000,99.0,757575.7575757576,4,1,21,72,3,2,0,3.616608127777778,1.1321475493055555,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40000000,86.0,465116.27906976745,1,1,8,45,5,0,0,0.0,2.889086962822857,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73000000,98.0,744897.9591836735,4,2,5,54,2,7,4,2.994187806529304,5.386333167756734,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75000000,134.0,559701.4925373135,4,1,13,59,1,5,0,7.596684943939394,5.598154800374765,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000000,86.0,116279.06976744186,2,1,0,32,1,0,0,0.0,8.350315033068314,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,108.0,185185.1851851852,2,1,6,48,3,0,0,0.0,2.932906308297935,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,94.0,3191.4893617021276,2,1,0,26,1,0,0,0.0,2.057193,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,140.0,357142.85714285716,2,2,12,64,6,2,0,6.341450206349206,4.514488330293549,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,124.0,161290.32258064515,1,1,11,72,3,0,0,0.0,8.884598442207793,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48000000,123.0,390243.9024390244,2,1,2,67,3,0,0,0.0,1.9217737982397658,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17000000,81.0,209876.54320987655,2,1,1,72,1,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18500000,118.0,156779.66101694916,5,1,6,50,3,3,0,7.59704388611111,1.5582135743434342,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71000000,85.0,835294.1176470588,3,1,7,64,3,0,0,0.0,5.121670830193571,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20000000,119.0,168067.2268907563,3,1,4,89,1,0,0,0.0,4.093303466666667,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,100.0,300000.0,4,1,5,90,3,0,0,0.0,15.576731548953907,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40000000,110.0,363636.36363636365,3,1,7,21,5,3,0,8.91931866909091,3.7277434666666656,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000000,93.0,96774.19354838709,1,1,3,73,2,1,1,0.0800098571428571,2.456285585216895,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000000,100.0,100000.0,1,1,8,47,3,0,0,0.0,4.001418377375566,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
90000000,92.0,978260.8695652174,1,1,7,36,5,3,0,22.546853527236237,13.999867777777778,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,114.0,175438.59649122806,2,1,8,83,3,0,0,0.0,4.5574896248390875,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,88.0,1022727.2727272727,2,1,7,44,3,0,0,0.0,3.8981537119762883,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2900000,113.0,25663.716814159292,3,1,16,32,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,77.0,3.2467532467532467,1,1,0,59,3,0,0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,139.0,21582.733812949642,2,1,7,19,2,0,0,0.0,2.36927902,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18000000,131.0,137404.58015267176,2,3,0,65,5,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
15000000,84.0,178571.42857142858,5,2,13,77,3,0,0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,136.0,183823.5294117647,2,1,8,21,1,5,0,2.313900647179487,1.4854963387028723,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30000000,79.0,379746.83544303797,2,1,0,62,2,0,0,0.0,4.566152348484849,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60000000,170.0,352941.17647058825,2,1,0,44,2,0,0,0.0,12.379589834948419,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1500000,110.0,13636.363636363636,0,1,18,33,4,0,0,0.0,3.253421059565217,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000000,98.0,714285.7142857143,4,1,11,63,4,3,1,12.144935022222223,8.96291120696195,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26000000,121.0,214876.03305785125,1,1,3,49,3,0,0,0.0,19.944325903409087,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000000,122.0,204918.03278688525,3,1,5,52,2,0,0,0.0,6.328447957575756,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000000,93.0,258064.51612903227,1,0,6,20,3,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,115.0,608695.6521739131,3,1,4,57,1,0,0,0.0,5.655554586438562,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,93.0,161290.32258064515,3,1,9,68,3,0,0,0.0,15.081720139884188,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000,108.0,277777.77777777775,1,1,10,33,2,2,2,1.7345825149601062,1.6142858534715505,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,117.0,128205.1282051282,3,2,8,49,2,0,0,0.0,3.170549323567347,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000000,113.0,238938.05309734514,2,1,12,56,3,2,0,1.6862867246376811,3.4513802395038873,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,117.0,213675.2136752137,2,1,11,46,1,0,0,0.0,1.9695310515151514,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000000,100.0,270000.0,2,2,7,34,2,1,1,6.266666666666667,2.302367095673077,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000000,121.0,99173.55371900827,2,1,7,23,2,0,0,0.0,10.208234760714285,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,91.0,142857.14285714287,1,1,13,75,4,0,0,0.0,3.199432055992196,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66000000,121.0,545454.5454545454,2,2,3,39,3,1,0,1.096255,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
75000000,104.0,721153.8461538461,5,1,17,63,3,0,0,0.0,3.8700433450031566,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,91.0,21978.021978021978,1,1,5,70,3,0,0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
75000000,120.0,625000.0,4,1,7,61,3,0,0,0.0,2.769093355719869,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
70000000,169.0,414201.18343195267,5,1,5,40,3,14,3,17.86902612062832,9.88892331677229,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13000000,84.0,154761.90476190476,3,1,8,15,2,0,0,0.0,3.315022951851852,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
140000000,127.0,1102362.2047244094,3,1,8,56,5,7,0,5.6994369655906,9.048122457700735,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12000000,100.0,120000.0,2,1,0,118,3,0,0,0.0,10.41035029107143,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23000000,90.0,255555.55555555556,1,1,11,33,1,0,0,0.0,2.241081568333333,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000000,87.0,344827.5862068966,1,1,4,83,4,0,0,0.0,3.642860157142857,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13000000,106.0,122641.50943396226,4,1,8,73,2,0,0,0.0,4.772979454957984,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,99.0,707070.7070707071,2,1,4,83,5,0,0,0.0,6.351109044431188,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55000000,122.0,450819.6721311475,2,3,6,41,4,3,0,2.3043694227011495,4.666670646082604,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000,114.0,482456.1403508772,5,2,12,51,3,1,0,5.75856388,3.382460549137532,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65000000,119.0,546218.487394958,1,1,14,32,2,0,0,0.0,5.684983672400127,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5000000,116.0,43103.44827586207,3,1,5,69,4,0,0,0.0,4.867076032128323,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
80000000,130.0,615384.6153846154,4,1,3,47,3,3,2,1.9676846535714283,2.944059211921474,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10000000,105.0,95238.09523809524,3,2,0,62,1,0,0,0.0,0.4028,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95000000,136.0,698529.4117647059,2,1,12,59,2,1,1,6.072310931034483,3.1743625685473793,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14000000,99.0,141414.14141414143,4,3,11,54,2,0,0,0.0,0.073663,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,124.0,241935.48387096773,3,1,13,39,2,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530000,81.0,18888.88888888889,2,1,15,58,3,0,0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000000,83.0,722891.5662650602,3,1,5,53,4,0,0,0.0,5.142795555769628,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350000,105.0,12857.142857142857,5,1,5,45,2,0,0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,178.0,505617.9775280899,2,1,5,69,3,2,0,11.185576033333332,4.276983159774135,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25000000,89.0,280898.8764044944,2,2,3,21,2,0,0,0.0,1.9361780793650794,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,100.0,650000.0,3,1,7,47,3,0,0,0.0,7.387419647058824,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
140000000,151.0,927152.3178807948,3,1,9,75,4,2,1,5.954988280350877,20.942333740205033,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
60000000,103.0,582524.2718446602,2,1,4,71,2,2,0,10.05364857012195,5.416191487461603,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7000000,97.0,72164.94845360825,1,1,0,24,4,0,0,0.0,5.064108825396826,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75000000,90.0,833333.3333333334,2,1,16,30,1,0,0,0.0,5.166489667365967,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,94.0,691489.3617021276,1,1,8,59,4,0,0,0.0,5.7436402053356135,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38000000,133.0,285714.28571428574,10,3,8,33,3,1,0,10.436070625,0.5821236613024751,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6000000,108.0,55555.555555555555,3,2,7,40,3,0,0,0.0,4.105243290379544,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000,146.0,342465.7534246575,3,1,6,24,1,2,0,5.128018333333334,2.1454902426501454,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45000000,82.0,548780.487804878,2,1,4,65,2,0,0,0.0,3.7102106667513226,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100000000,131.0,763358.7786259542,5,2,10,62,2,3,0,21.359304007407406,8.285238868353932,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,148.0,405405.4054054054,2,1,0,59,5,2,1,1.5638879722222223,3.240622939415036,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6500000,95.0,68421.05263157895,5,1,4,53,2,0,0,0.0,1.19375635,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28000000,119.0,235294.11764705883,1,2,8,44,2,1,0,4.102059939393939,0.683750762037037,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000,96.0,72916.66666666667,2,1,10,69,3,0,0,0.0,3.5772500099999998,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13000000,94.0,138297.87234042553,1,3,5,41,1,1,1,1.6512977333333334,2.0303769729575163,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000000,100.0,160000.0,2,1,11,50,3,0,0,0.0,1.9101581666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
135000000,128.0,1054687.5,2,2,18,60,3,2,0,2.468112101754386,14.952197412059531,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70000000,86.0,813953.4883720931,1,1,5,33,5,0,0,0.0,5.005250411904762,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50000000,95.0,526315.7894736842,2,1,0,18,3,5,0,4.417401614193548,2.532052051272819,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38000000,106.0,358490.56603773584,2,1,15,67,2,0,0,0.0,3.283040900956625,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000,121.0,826446.2809917355,1,1,4,63,4,2,2,2.165315825925926,4.5480020533832075,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2053648,102.0,20133.803921568626,3,1,0,70,1,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,159.0,408805.0314465409,4,2,3,47,2,5,0,4.109467682266272,4.862122640499248,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23000000,114.0,201754.38596491228,2,1,14,75,3,0,0,0.0,5.566817898375055,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000000,120.0,75000.0,2,1,0,42,2,0,0,0.0,8.061690857142857,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63000000,139.0,453237.41007194243,6,2,3,45,1,3,0,5.100828347272727,2.5822793429189854,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8000000,91.0,87912.08791208791,3,1,11,61,4,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40000000,107.0,373831.7757009346,4,1,6,49,3,0,0,0.0,1.9243250416478244,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
45000000,102.0,441176.4705882353,2,1,5,59,3,1,1,0.6962210666666667,6.882878526601666,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000000,117.0,102564.10256410256,4,2,0,29,3,0,0,0.0,0.7530692307692308,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,145.0,0.1724137931034483,2,2,0,101,1,1,0,2.564494163636364,71.99768197727272,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,105.0,666666.6666666666,1,2,5,31,4,1,1,19.439106133333333,3.2781463855864197,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
42000000,124.0,338709.67741935485,4,2,16,49,3,0,0,0.0,12.168655802252324,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60000000,116.0,517241.3793103448,4,2,4,64,4,1,0,2.9868297866666667,3.60242357109424,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
64000000,133.0,481203.007518797,1,1,8,133,2,3,0,6.339238603942653,6.2814639475064835,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90000000,92.0,978260.8695652174,1,1,4,57,3,1,0,7.739479129166667,6.637626751978576,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000000,87.0,34482.75862068965,3,1,4,54,1,0,0,0.0,5.1805425,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
