budget,runtime,budget_per_minute,num_companies,num_countries,tagline_length,overview_length,num_genres,director_film_count,director_collab_count,director_hist_roi,actor_hist_roi,is_major_studio,is_english,is_us_production,has_homepage,is_summer,is_holiday,is_franchise,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,kw_based_on_novel,kw_woman_director,kw_independent_film,kw_3d,kw_sequel,kw_biography,kw_musical,hit
21000000,123.0,170731.70731707316,3,2,6,20,2,2,0,2.2255735829059833,5.846057718417344,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40000000,96.0,416666.6666666667,4,1,7,41,3,1,0,1.5559153,7.824533937245873,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16000000,100.0,160000.0,3,4,7,23,2,0,0,0.0,1.178789825981278,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5000000,90.0,55555.555555555555,2,1,0,24,2,11,0,2.2292913634003018,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9000000,123.0,73170.73170731707,1,1,5,52,1,3,0,23.55277925,18.9622740625,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,97.0,463917.5257731959,3,1,3,87,2,7,0,3.3967578939477723,6.173368295600056,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150000000,144.0,1041666.6666666666,9,1,4,42,3,6,0,3.7450446807824047,2.1257280920588237,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9000000,90.0,100000.0,6,1,17,21,2,3,0,1.2428048287581699,4.326712392857143,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,112.0,133928.57142857142,4,6,4,51,3,0,0,0.0,3.1772413007668887,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34000000,90.0,377777.77777777775,5,1,0,39,4,0,0,0.0,3.957942717761105,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000000,128.0,859375.0,5,2,6,43,2,2,1,3.288600214545454,3.688242148219603,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
852510,113.0,7544.33628318584,7,2,8,47,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,114.0,114035.08771929824,1,1,11,77,2,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,114.0,219298.24561403508,3,1,9,22,1,0,0,0.0,5.816530388709969,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70000000,127.0,551181.1023622047,5,3,8,46,4,1,1,1.8231098461538464,2.3787691219865548,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
4000000,90.0,44444.444444444445,7,1,12,35,4,3,1,1.2101354370772948,2.709688914856649,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
140000000,91.0,1538461.5384615385,1,1,4,60,4,4,0,2.437767283501221,4.011548022698305,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10000000,93.0,107526.8817204301,2,1,10,85,3,2,2,27.309477375,27.309477375,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130000000,92.0,1413043.4782608696,7,3,6,47,4,1,0,6.315136833333334,2.46838867947894,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9000000,97.0,92783.50515463918,2,1,0,150,1,2,0,23.30395785714286,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,96.0,625000.0,3,1,9,68,3,0,0,0.0,2.1585088227106226,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85000000,122.0,696721.3114754099,4,1,10,59,2,8,5,2.6536052024143446,3.2574707711724518,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150000000,91.0,1648351.6483516484,3,1,4,55,4,0,0,3.123045542857142,2.8029185797247087,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22000000,110.0,200000.0,3,1,11,64,2,1,1,1.69445795,2.964504107405462,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23000000,124.0,185483.87096774194,5,1,9,29,5,1,0,15.140009384615384,2.6335851042162015,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2500000,100.0,25000.0,6,1,10,113,1,0,0,0.0,0.3283376666666667,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,124.0,161290.32258064515,5,1,4,39,1,0,0,0.0,4.074350581937709,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,148.0,101351.35135135135,4,1,6,38,2,1,0,0.84,1.0064320977314816,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11000000,90.0,122222.22222222222,1,2,8,72,2,0,0,0.0,2.512114167141424,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000000,84.0,119047.61904761905,7,1,10,34,4,0,0,0.0,7.70873855967262,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67000000,178.0,376404.4943820225,8,1,8,28,3,10,5,2.404220714285714,1.7863678502496614,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000000,121.0,99173.55371900827,5,1,6,66,3,1,0,7.509848,7.509848,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,90.0,277777.77777777775,2,3,4,36,2,0,0,0.0,4.01457545,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110000000,114.0,964912.2807017544,7,2,6,60,4,1,0,0.91267075,2.08477729098531,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25000000,158.0,158227.84810126582,3,1,8,100,1,3,3,1.6209825963963962,2.0008071525075892,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,94.0,478723.40425531915,4,5,4,34,3,3,0,0.7654598444444444,2.1606261871187296,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25000000,101.0,247524.75247524751,2,2,11,80,3,0,0,0.0,2.9188113332905985,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000000,90.0,777777.7777777778,2,1,6,23,6,0,0,0.0,7.177111204320988,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
160000000,93.0,1720430.1075268816,2,1,4,56,5,0,0,0.0,5.233428833637215,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000000,94.0,425531.91489361704,4,1,13,81,5,0,0,0.0,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6000000,89.0,67415.73033707865,2,1,8,39,2,0,0,0.0,2.5861776953586917,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000,157.0,636942.6751592357,5,2,8,62,2,9,0,2.5155864080687738,2.1156197391132348,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000000,85.0,176470.58823529413,2,1,3,28,2,1,0,1.72367309375,0.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,110.0,636363.6363636364,5,2,11,20,3,2,0,0.6409528980392157,2.0928568241878485,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000000,113.0,141592.9203539823,4,1,5,33,1,0,0,0.0,2.261409389699976,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000000,97.0,103092.78350515464,3,1,4,41,3,0,0,0.0,2.370410709473571,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000000,91.0,384615.3846153846,6,2,7,49,1,1,1,1.56212244,4.427304709083872,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,109.0,55045.87155963303,4,1,3,64,2,3,0,18.588465153439152,1.4075429891962523,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7500000,107.0,70093.45794392523,1,1,6,45,2,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,131.0,114503.81679389313,6,1,6,39,3,1,0,0.35168966,0.9384126143236073,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
18000000,114.0,157894.73684210525,4,1,9,47,3,3,0,3.767579949382716,2.944145860651629,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000000,98.0,183673.4693877551,1,2,9,39,1,0,0,0.0,3.3425760122583714,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800000,92.0,117391.30434782608,2,1,6,32,3,0,0,0.0,16.907310872222222,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12500000,94.0,132978.72340425532,3,2,9,68,2,0,0,0.0,0.5588235294117647,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000000,92.0,32608.695652173912,6,1,6,23,2,0,0,0.0,2.930991907722278,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,107.0,140186.91588785045,5,2,4,42,3,0,0,0.0,2.40959558108599,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,110.0,109090.90909090909,3,2,0,13,2,1,1,2.615566,4.032557538385059,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2500000,90.0,27777.777777777777,1,2,12,38,3,0,0,0.0,4.323244270833333,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35000000,99.0,353535.35353535356,6,1,2,59,2,0,0,0.0,4.497525913105086,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16000000,114.0,140350.87719298244,1,1,0,43,3,0,0,0.0,7.485185827769043,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15000000,96.0,156250.0,6,2,7,31,2,7,0,6.825410378571428,5.121541049151048,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000000,94.0,74468.08510638298,1,1,0,20,1,0,0,0.0,0.7391952571428572,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,90.0,22222.222222222223,3,3,0,48,3,0,0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000000,99.0,60606.06060606061,2,1,0,67,1,0,0,0.0,2.045144489850704,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000,97.0,72164.94845360825,2,2,16,68,2,0,0,0.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000000,85.0,70588.23529411765,0,1,0,13,1,0,0,0.0,2.063428102928294,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,77.0,77922.07792207792,2,2,0,81,1,0,0,0.0,2.97444394705815,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11000000,106.0,103773.58490566038,9,1,0,82,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,122.0,4098.360655737705,5,1,5,47,1,1,0,71.99768197727272,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,103.0,38834.95145631068,5,2,11,57,3,0,0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000000,98.0,122448.97959183673,2,1,10,36,3,0,0,0.0,1.1882702251661919,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000000,89.0,134831.4606741573,3,1,3,28,3,0,0,0.0,9.04475907371795,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7000000,93.0,75268.81720430107,4,2,0,172,3,0,0,0.0,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,102.0,147058.82352941178,1,1,0,79,2,0,0,0.0,2.2781710115823413,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15000000,120.0,125000.0,4,3,17,31,2,4,1,6.2271312212500005,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9000000,89.0,101123.59550561798,4,1,5,71,3,1,0,3.520145,10.640868591666667,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000000,114.0,96491.22807017544,4,1,7,60,1,1,0,1.3864059,3.555723433980213,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5000000,110.0,45454.545454545456,2,1,10,60,2,0,0,0.0,2.668207860245282,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,106.0,47169.811320754714,0,1,8,67,4,0,0,0.0,2.8951478259707812,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,98.0,153061.22448979592,4,1,7,175,5,0,0,0.0,10.717127600000001,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8500000,98.0,86734.69387755102,1,1,3,62,3,0,0,0.0,4.527596833333333,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
230000,92.0,2500.0,6,1,6,38,3,0,0,0.0,1.8231098461538464,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,111.0,135135.13513513515,9,4,5,27,3,2,1,0.9449791666666666,8.339745154821363,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12000000,107.0,112149.53271028037,1,1,7,69,2,0,0,0.0,2.776690051851852,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,102.0,147058.82352941178,1,1,2,43,2,2,0,36.01290758863636,2.3862314853905784,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23000000,98.0,234693.8775510204,3,1,9,57,3,0,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000000,102.0,49019.60784313725,3,1,4,48,2,0,0,0.0,4.64868223190165,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33000000,116.0,284482.7586206897,7,2,9,113,1,12,5,3.9837048597985176,9.554005981745476,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145000000,112.0,1294642.857142857,5,2,4,51,3,6,0,2.72241076822322,3.6565860316817353,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20500000,102.0,200980.39215686274,6,3,4,78,2,0,0,0.0,3.76365271025641,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140000000,126.0,1111111.111111111,1,1,5,22,3,3,0,2.501159080448718,1.5831173144360717,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80000000,104.0,769230.7692307692,5,2,8,56,3,1,0,7.590340421052631,3.2127935646656263,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
80000000,118.0,677966.1016949152,4,2,3,64,3,2,0,2.962800516666667,2.063281430196873,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
45000000,93.0,483870.96774193546,2,1,4,33,5,0,0,0.0,1.5244413999356177,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
80000000,99.0,808080.808080808,3,1,8,62,4,6,0,3.1780375872727276,4.167823142826836,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80000000,88.0,909090.9090909091,5,1,13,79,3,0,0,0.0,3.8991695081734234,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000000,119.0,294117.64705882355,6,2,8,34,2,3,1,9.120439875,3.533807300113412,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000000,101.0,693069.3069306931,8,2,4,44,4,1,0,3.5397831,5.127301832781356,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
45000000,160.0,281250.0,4,2,0,29,2,8,1,2.175023788931624,1.86940688,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45000000,99.0,454545.45454545453,7,1,5,60,3,0,0,0.0,2.815448941593565,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,85.0,411764.70588235295,1,1,12,42,3,0,0,0.0,1.6940272969422483,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000,104.0,288461.53846153844,4,2,7,115,4,0,0,0.0,1.5556629919696967,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
80000000,110.0,727272.7272727273,8,3,5,49,3,4,2,2.028281489027294,3.608911337105262,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24000000,102.0,235294.11764705883,2,1,9,42,1,7,4,18.778100312399506,3.68120755,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185000000,152.0,1217105.2631578948,5,2,3,67,4,4,4,3.030609445851449,2.631394614978283,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30000000,130.0,230769.23076923078,5,2,10,58,3,2,0,3.203982880952381,2.528577242078366,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,115.0,173913.04347826086,3,1,7,56,2,1,0,10.047674,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,91.0,219780.21978021978,1,1,6,45,3,2,0,4.540101960714286,3.4706168392317376,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000000,109.0,183486.2385321101,4,1,6,61,4,1,0,2.983519,3.7608138304947065,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,112.0,178571.42857142858,5,3,0,130,3,4,0,1.3878667571613301,1.957343962348041,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70000000,104.0,673076.9230769231,4,1,5,24,1,2,0,3.5863281304945054,3.516928218613616,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000000,128.0,156250.0,1,1,3,61,2,3,1,6.473208808497317,2.2268016342518338,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000000,104.0,192307.6923076923,2,1,15,38,2,0,0,0.0,3.5366285954499954,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,124.0,258064.51612903227,9,2,14,74,2,2,0,11.8319566,4.037212834096838,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000000,110.0,181818.18181818182,2,1,10,71,3,0,0,0.0,3.3572005510668945,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75000000,110.0,681818.1818181818,9,2,3,40,3,1,0,7.619047619047619,3.8998795524251353,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30000000,108.0,277777.77777777775,6,4,5,88,3,0,0,0.0,0.7831040159722222,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
97250400,116.0,838365.5172413794,12,5,0,54,4,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000000,84.0,357142.85714285716,2,1,8,64,1,2,2,3.38534975,14.531819111111112,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185000000,122.0,1516393.4426229508,2,1,6,74,2,21,10,13.318860018674386,5.132584152012737,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41677699,100.0,416776.99,8,1,8,133,2,3,3,11.374034841457025,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130000000,165.0,787878.7878787878,5,3,3,54,1,2,0,6.7860622302134646,2.3095973012497373,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000000,98.0,1836734.693877551,3,1,5,71,2,2,1,6.515363345124112,2.74056445,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
